PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1081,"Education Teachers, Postsecondary",detailed,840,19.0,0.328,0.77,*,"80,020",4.9,*,*,*,*,*,"43,520","59,110","77,620","96,900","120,140",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,300,10.5,0.116,1.16,*,"70,250",5.7,*,*,*,*,*,"41,080","58,230","71,580","82,740","99,740",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1112,"Law Teachers, Postsecondary",detailed,230,35.3,0.091,0.77,*,"140,000",9.6,*,*,*,*,*,"68,240","88,500","121,940","174,860",#,TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1113,"Social Work Teachers, Postsecondary",detailed,90,25.0,0.033,0.38,*,"85,250",4.2,*,*,*,*,*,"37,910","59,700","77,410","103,120","145,910",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"1,150",37.7,0.449,0.67,*,"71,100",6.9,*,*,*,*,*,"46,350","54,490","62,660","85,210","101,370",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1122,"Communications Teachers, Postsecondary",detailed,370,10.1,0.146,0.72,*,"77,530",6.4,*,*,*,*,*,"40,930","59,000","82,500","96,680","106,800",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,760,13.2,0.297,0.61,*,"73,200",2.6,*,*,*,*,*,"47,560","57,690","73,140","90,400","101,150",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,240,8.9,0.094,0.49,*,"78,510",2.4,*,*,*,*,*,"53,000","63,280","82,850","95,240","102,570",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1125,"History Teachers, Postsecondary",detailed,100,6.7,0.038,0.26,*,"69,630",4.1,*,*,*,*,*,"27,370","57,310","71,970","85,040","99,050",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,190,28.5,0.074,0.46,*,"73,630",5.1,*,*,*,*,*,"39,210","55,430","76,070","91,820","101,260",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1191,Graduate Teaching Assistants,detailed,"1,960",1.0,0.765,0.80,*,"19,030",3.0,*,*,*,*,*,"17,280","17,670","18,340","19,000","19,400",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1194,"Vocational Education Teachers, Postsecondary",detailed,"2,660",11.7,1.040,1.30,30.38,"63,190",8.4,15.85,20.33,29.16,41.58,47.55,"32,970","42,280","60,640","86,490","98,910",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-1199,"Postsecondary Teachers, All Other",detailed,"4,130",7.2,1.614,1.22,*,"55,100",10.8,*,*,*,*,*,"17,730","18,780","50,190","80,440","100,260",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2011,"Preschool Teachers, Except Special Education",detailed,"6,640",10.4,2.593,0.90,14.49,"30,140",4.0,8.82,10.00,12.48,16.74,23.87,"18,340","20,800","25,950","34,810","49,650",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2012,"Kindergarten Teachers, Except Special Education",detailed,"3,120",12.5,1.219,1.24,*,"46,740",5.8,*,*,*,*,*,"28,850","40,670","46,050","52,020","64,920",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2021,"Elementary School Teachers, Except Special Education",detailed,"19,040",12.9,7.435,0.75,*,"49,690",3.9,*,*,*,*,*,"35,790","42,150","47,840","57,000","65,990",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"8,520",5.1,3.327,0.76,*,"51,040",4.4,*,*,*,*,*,"34,490","42,910","49,360","59,160","69,970",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2023,"Career/Technical Education Teachers, Middle School",detailed,100,10.7,0.038,0.45,*,"65,700",3.9,*,*,*,*,*,"44,960","52,350","62,530","79,260","94,040",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"15,950",21.3,6.226,0.86,*,"54,480",4.7,*,*,*,*,*,"40,030","44,510","51,880","61,040","73,390",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,**,**,**,**,*,"53,830",2.9,*,*,*,*,*,"39,670","43,780","50,970","61,320","75,830",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2051,"Special Education Teachers, Preschool",detailed,530,24.8,0.207,1.03,*,"52,770",3.5,*,*,*,*,*,"41,780","44,410","48,780","58,770","72,610",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"1,360",12.6,0.532,0.41,*,"57,930",2.6,*,*,*,*,*,"43,570","49,440","56,380","63,050","78,880",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2053,"Special Education Teachers, Middle School",detailed,**,**,**,**,*,"57,100",2.5,*,*,*,*,*,"42,380","46,650","54,620","63,930","78,580",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-2054,"Special Education Teachers, Secondary School",detailed,**,**,**,**,*,"59,240",2.5,*,*,*,*,*,"43,070","47,960","56,570","66,900","82,480",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,**,**,**,**,24.27,"50,490",3.2,18.88,20.67,23.33,27.63,31.25,"39,270","42,990","48,530","57,460","65,000",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3021,Self-Enrichment Education Teachers,detailed,"4,010",10.2,1.566,0.94,18.85,"39,210",5.7,8.99,10.61,16.35,23.22,30.40,"18,700","22,070","34,000","48,300","63,240",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"6,890",13.0,2.689,1.30,*,"50,380",10.9,*,*,*,*,*,"19,770","25,260","41,460","55,790","68,850",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-3098,Substitute Teachers,detailed,"4,650",8.6,1.815,0.42,14.50,"30,170",3.7,10.29,12.27,14.49,17.13,18.74,"21,410","25,520","30,140","35,630","38,980",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4011,Archivists,detailed,60,42.8,0.025,0.58,26.13,"54,340",5.7,16.09,18.26,26.50,29.90,33.42,"33,460","37,980","55,120","62,200","69,510",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4012,Curators,detailed,240,44.9,0.092,1.14,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4013,Museum Technicians and Conservators,detailed,110,14.3,0.042,0.49,22.70,"47,210",3.8,15.43,17.90,21.81,27.26,30.71,"32,080","37,240","45,370","56,690","63,870",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4021,Librarians,detailed,"1,500",5.2,0.584,0.66,29.74,"61,860",3.7,20.37,23.68,28.36,34.73,40.90,"42,370","49,250","58,990","72,240","85,070",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-4031,Library Technicians,detailed,720,26.1,0.282,0.45,18.87,"39,250",2.0,13.91,16.08,18.30,21.80,24.40,"28,930","33,450","38,070","45,330","50,740",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9031,Instructional Coordinators,detailed,"2,650",13.7,1.035,0.94,26.72,"55,570",4.3,14.36,18.76,25.61,33.84,39.72,"29,860","39,030","53,260","70,380","82,630",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9041,Teacher Assistants,detailed,"10,530",13.5,4.111,0.45,*,"23,100",3.3,*,*,*,*,*,"17,780","18,770","21,690","25,870","30,960",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-9099,"Education, Training, and Library Workers, All Other",detailed,"2,630",10.9,1.028,1.47,33.05,"68,740",8.9,15.60,21.39,31.99,44.44,55.05,"32,450","44,480","66,540","92,430","114,510",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"34,240",3.1,13.370,0.99,26.37,"54,850",1.6,10.64,14.87,22.23,31.83,46.60,"22,120","30,920","46,230","66,210","96,920",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1011,Art Directors,detailed,560,20.7,0.220,0.82,39.95,"83,100",3.7,25.86,28.96,39.05,47.34,59.54,"53,780","60,230","81,220","98,470","123,850",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1012,Craft Artists,detailed,60,37.0,0.025,0.75,14.72,"30,620",7.2,10.82,12.39,14.19,16.73,18.81,"22,500","25,770","29,520","34,800","39,120",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,160,41.5,0.063,0.80,22.89,"47,610",19.8,10.16,15.27,17.43,32.62,45.20,"21,130","31,760","36,260","67,850","94,010",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1014,Multimedia Artists and Animators,detailed,350,22.8,0.136,0.65,28.84,"59,980",5.0,18.06,22.10,27.92,34.82,41.46,"37,570","45,970","58,070","72,420","86,230",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1019,"Artists and Related Workers, All Other",detailed,90,23.5,0.035,0.71,43.74,"90,970",4.4,22.55,41.78,45.43,47.88,56.07,"46,900","86,890","94,490","99,590","116,620",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1021,Commercial and Industrial Designers,detailed,250,37.9,0.096,0.44,28.68,"59,660",4.0,20.32,24.12,27.57,30.91,40.24,"42,260","50,170","57,350","64,300","83,690",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1022,Fashion Designers,detailed,300,38.6,0.118,0.88,24.75,"51,480",10.7,8.78,14.57,18.36,33.72,38.72,"18,260","30,300","38,180","70,140","80,530",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1023,Floral Designers,detailed,880,17.5,0.344,1.13,14.32,"29,780",4.2,9.60,11.14,13.41,16.36,19.37,"19,970","23,160","27,890","34,030","40,290",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1024,Graphic Designers,detailed,"4,610",5.4,1.801,1.18,23.79,"49,480",2.4,13.56,17.23,22.36,28.52,36.45,"28,200","35,850","46,520","59,330","75,810",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1025,Interior Designers,detailed,"1,740",12.9,0.678,1.72,25.58,"53,210",6.0,12.90,17.47,22.89,30.82,44.94,"26,830","36,340","47,610","64,100","93,470",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1026,Merchandise Displayers and Window Trimmers,detailed,"2,930",13.2,1.143,1.35,13.92,"28,960",2.9,8.81,9.66,11.60,16.47,23.18,"18,320","20,090","24,140","34,250","48,220",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1027,Set and Exhibit Designers,detailed,80,47.7,0.033,0.41,23.94,"49,790",3.5,13.57,18.43,24.35,29.08,34.72,"28,220","38,330","50,650","60,480","72,230",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-1029,"Designers, All Other",detailed,130,37.6,0.053,0.96,21.94,"45,630",9.2,12.43,14.65,21.13,24.63,32.45,"25,860","30,470","43,940","51,230","67,490",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2011,Actors,detailed,200,8.9,0.079,0.26,14.65,*,7.5,9.82,10.57,11.83,17.75,21.29,*,*,*,*,*,,TRUE
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2012,Producers and Directors,detailed,"3,240",8.1,1.263,1.53,37.99,"79,010",3.8,14.75,21.90,30.98,46.12,69.02,"30,670","45,540","64,430","95,920","143,550",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2021,Athletes and Sports Competitors,detailed,330,27.6,0.129,1.65,*,"107,120",11.7,*,*,*,*,*,"47,860","69,840","91,880","122,660","190,000",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2022,Coaches and Scouts,detailed,"2,420",10.5,0.943,0.57,*,"56,500",6.3,*,*,*,*,*,"22,870","31,490","42,480","72,650","114,650",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,140,20.7,0.056,0.43,*,"39,510",6.1,*,*,*,*,*,"20,310","25,210","33,060","49,960","64,690",TRUE,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2041,Music Directors and Composers,detailed,260,34.4,0.101,0.93,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2042,Musicians and Singers,detailed,550,19.3,0.215,0.76,41.46,*,21.8,10.18,16.16,26.89,60.65,95.48,*,*,*,*,*,,TRUE
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,180,29.9,0.070,0.87,18.22,*,13.1,8.90,10.32,14.87,19.16,35.24,*,*,*,*,*,,TRUE
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3011,Radio and Television Announcers,detailed,450,14.7,0.178,0.89,22.48,"46,750",16.7,8.85,9.53,11.85,21.01,41.43,"18,400","19,820","24,660","43,700","86,180",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3012,Public Address System and Other Announcers,detailed,140,33.7,0.056,1.01,19.49,"40,550",20.6,8.73,9.33,15.44,31.93,36.97,"18,160","19,400","32,120","66,410","76,890",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3021,Broadcast News Analysts,detailed,160,25.7,0.064,1.60,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3022,Reporters and Correspondents,detailed,630,15.4,0.248,0.91,23.08,"48,010",5.3,12.22,14.08,19.91,28.47,37.65,"25,430","29,280","41,410","59,220","78,310",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3031,Public Relations Specialists,detailed,"4,070",7.6,1.589,0.97,29.83,"62,050",4.5,15.07,19.66,26.94,35.49,46.45,"31,350","40,890","56,030","73,810","96,610",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3041,Editors,detailed,"1,660",8.0,0.648,0.95,29.92,"62,230",2.6,16.01,20.82,27.31,34.91,46.81,"33,290","43,310","56,810","72,620","97,360",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3042,Technical Writers,detailed,670,16.2,0.261,0.75,32.02,"66,600",4.5,19.38,25.26,30.48,38.47,48.50,"40,300","52,550","63,400","80,020","100,880",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3043,Writers and Authors,detailed,550,9.9,0.216,0.68,26.28,"54,670",4.0,13.49,17.57,25.26,31.66,42.19,"28,060","36,540","52,540","65,840","87,760",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3091,Interpreters and Translators,detailed,"1,020",15.0,0.400,1.07,21.69,"45,110",17.0,8.56,9.03,15.03,31.22,44.16,"17,800","18,780","31,260","64,940","91,850",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-3099,"Media and Communication Workers, All Other",detailed,620,21.8,0.241,1.60,23.70,"49,290",3.4,13.97,17.12,21.87,28.51,37.72,"29,050","35,620","45,490","59,300","78,460",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4011,Audio and Video Equipment Technicians,detailed,"1,580",13.2,0.616,1.21,19.03,"39,580",6.1,12.10,13.66,16.44,20.29,31.13,"25,170","28,410","34,190","42,210","64,740",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4012,Broadcast Technicians,detailed,640,16.3,0.249,1.17,16.46,"34,240",4.5,9.79,10.61,12.68,21.18,29.03,"20,360","22,070","26,380","44,060","60,370",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4014,Sound Engineering Technicians,detailed,210,20.3,0.082,0.88,21.66,"45,060",9.8,9.44,12.31,19.36,30.90,36.39,"19,640","25,600","40,260","64,280","75,690",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4021,Photographers,detailed,960,12.1,0.376,1.09,23.41,"48,680",8.6,8.82,12.41,19.69,30.12,44.72,"18,340","25,820","40,940","62,660","93,010",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,360,14.7,0.141,0.97,26.44,"55,000",3.0,15.97,19.87,26.48,31.34,37.63,"33,220","41,320","55,090","65,180","78,270",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4032,Film and Video Editors,detailed,880,17.6,0.345,1.60,21.75,"45,240",5.7,10.83,12.95,18.88,26.73,36.27,"22,530","26,930","39,270","55,600","75,430",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",27-4099,"Media and Communication Equipment Workers, All Other",detailed,80,34.2,0.031,0.23,43.89,"91,290",5.0,25.40,34.82,45.42,54.04,63.87,"52,830","72,430","94,480","112,400","132,840",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-0000,Healthcare Practitioners and Technical Occupations,major,"153,750",2.9,60.026,1.01,36.14,"75,160",1.4,15.09,21.46,29.53,39.57,59.92,"31,380","44,640","61,420","82,300","124,640",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1011,Chiropractors,detailed,620,15.3,0.240,1.02,46.34,"96,390",11.8,20.46,22.89,29.30,60.09,85.93,"42,570","47,620","60,940","124,980","178,730",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1021,"Dentists, General",detailed,"2,040",17.8,0.795,1.03,65.77,"136,800",12.0,27.61,34.18,50.79,83.53,#,"57,420","71,090","105,640","173,740",#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1022,Oral and Maxillofacial Surgeons,detailed,**,**,**,**,139.21,"289,570",18.0,96.32,#,#,#,#,"200,340",#,#,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1023,Orthodontists,detailed,60,47.1,0.023,0.65,83.57,"173,830",28.9,21.79,57.36,74.16,#,#,"45,320","119,310","154,250",#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1024,Prosthodontists,detailed,**,**,**,**,107.26,"223,090",17.7,59.32,83.63,96.00,#,#,"123,370","173,950","199,670",#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1029,"Dentists, All Other Specialists",detailed,**,**,**,**,132.30,"275,190",15.7,89.50,#,#,#,#,"186,150",#,#,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1031,Dietitians and Nutritionists,detailed,860,10.9,0.335,0.76,30.64,"63,730",2.4,21.07,24.61,29.51,36.07,42.73,"43,830","51,190","61,370","75,030","88,890",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1041,Optometrists,detailed,580,20.2,0.225,0.86,59.38,"123,520",20.3,17.06,32.51,45.37,73.73,#,"35,490","67,620","94,360","153,360",#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1051,Pharmacists,detailed,"5,990",5.8,2.337,1.08,58.17,"120,990",1.2,47.86,53.43,58.99,65.31,75.12,"99,550","111,130","122,690","135,850","156,240",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1061,Anesthesiologists,detailed,**,**,**,**,129.02,"268,370",17.6,30.86,#,#,#,#,"64,180",#,#,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1062,Family and General Practitioners,detailed,"3,790",14.3,1.478,1.67,104.57,"217,500",6.2,34.42,71.45,#,#,#,"71,580","148,610",#,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1063,"Internists, General",detailed,740,24.4,0.290,0.98,93.21,"193,880",9.9,38.19,60.69,84.49,#,#,"79,440","126,240","175,740",#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1064,Obstetricians and Gynecologists,detailed,180,34.6,0.069,0.52,102.09,"212,340",14.7,44.42,82.59,95.90,#,#,"92,400","171,780","199,470",#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1065,"Pediatricians, General",detailed,390,31.8,0.151,0.74,72.30,"150,380",9.4,39.20,54.33,66.98,82.74,#,"81,530","113,000","139,330","172,100",#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1067,Surgeons,detailed,300,30.9,0.117,0.43,112.16,"233,280",9.1,32.43,70.47,#,#,#,"67,440","146,580",#,#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1069,"Physicians and Surgeons, All Other",detailed,"5,020",7.6,1.961,0.79,97.65,"203,110",3.8,35.44,57.86,95.43,#,#,"73,720","120,360","198,500",#,#,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1071,Physician Assistants,detailed,"1,640",11.9,0.642,0.84,51.01,"106,090",7.3,27.01,40.99,49.57,59.69,72.23,"56,190","85,260","103,110","124,160","150,240",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1081,Podiatrists,detailed,400,24.2,0.158,2.32,53.94,"112,190",14.2,18.80,26.18,49.95,68.61,99.74,"39,110","54,450","103,890","142,700","207,460",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1122,Occupational Therapists,detailed,"2,000",11.1,0.779,0.88,40.26,"83,740",3.1,25.53,30.54,41.40,47.87,55.47,"53,100","63,520","86,100","99,570","115,380",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1123,Physical Therapists,detailed,"4,070",8.6,1.587,1.00,40.99,"85,260",2.4,25.52,32.60,40.62,48.43,59.27,"53,080","67,820","84,490","100,730","123,280",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1124,Radiation Therapists,detailed,**,**,**,**,42.17,"87,710",2.2,29.83,34.47,41.36,50.54,58.39,"62,050","71,700","86,020","105,130","121,440",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1125,Recreational Therapists,detailed,**,**,**,**,27.86,"57,950",3.3,16.57,22.32,29.09,34.52,37.78,"34,470","46,430","60,500","71,810","78,590",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1126,Respiratory Therapists,detailed,"2,910",7.4,1.135,1.26,27.75,"57,720",0.9,21.03,24.07,27.48,30.66,35.96,"43,740","50,060","57,160","63,780","74,800",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1127,Speech-Language Pathologists,detailed,"2,070",8.5,0.807,0.81,39.72,"82,610",5.1,26.08,30.34,39.97,47.16,55.17,"54,260","63,110","83,150","98,090","114,740",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1128,Exercise Physiologists,detailed,90,31.2,0.035,0.79,25.11,"52,220",2.8,17.47,20.24,23.51,29.30,36.51,"36,330","42,100","48,890","60,950","75,950",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1129,"Therapists, All Other",detailed,180,17.8,0.069,0.82,29.20,"60,740",4.7,17.62,22.20,27.60,32.75,38.97,"36,640","46,180","57,400","68,130","81,060",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1131,Veterinarians,detailed,"1,160",22.4,0.453,0.93,48.30,"100,460",13.1,23.14,27.38,43.64,59.69,81.86,"48,130","56,950","90,760","124,150","170,270",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1141,Registered Nurses,detailed,"54,350",3.8,21.219,1.04,32.38,"67,340",1.0,24.52,27.22,31.45,37.41,44.10,"51,000","56,620","65,410","77,820","91,720",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1151,Nurse Anesthetists,detailed,250,37.6,0.096,0.32,*,*,*,*,*,*,*,*,*,*,*,*,*,,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1161,Nurse Midwives,detailed,160,49.4,0.063,1.38,44.89,"93,380",2.7,40.68,42.38,45.22,48.06,49.77,"84,610","88,150","94,060","99,960","103,520",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1171,Nurse Practitioners,detailed,"2,940",10.0,1.149,0.98,47.88,"99,590",1.7,34.28,41.44,48.33,56.04,61.23,"71,310","86,190","100,540","116,560","127,370",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1181,Audiologists,detailed,290,27.2,0.114,1.36,33.86,"70,430",3.8,22.48,27.97,33.73,38.39,47.46,"46,750","58,190","70,150","79,850","98,720",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"1,150",18.3,0.450,1.78,30.31,"63,050",5.5,17.28,20.63,28.35,36.86,47.04,"35,950","42,900","58,960","76,670","97,840",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-2010,Clinical Laboratory Technologists and Technicians,detailed,"5,470",10.8,2.136,0.94,25.19,"52,390",1.8,13.81,17.55,25.16,31.32,37.78,"28,720","36,510","52,330","65,150","78,590",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-2021,Dental Hygienists,detailed,"2,780",10.7,1.086,0.73,27.00,"56,160",5.4,14.63,20.50,27.74,34.14,38.38,"30,430","42,630","57,690","71,020","79,820",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-2031,Cardiovascular Technologists and Technicians,detailed,"1,580",10.1,0.616,1.56,23.95,"49,810",3.4,13.16,15.99,23.64,30.11,37.02,"27,370","33,250","49,180","62,630","77,010",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-2032,Diagnostic Medical Sonographers,detailed,"1,690",8.5,0.660,1.37,30.45,"63,330",1.6,23.20,26.38,29.86,35.14,38.73,"48,260","54,870","62,110","73,090","80,560",,
FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",29-2033,Nuclear Medicine Technologists,detailed,560,11.4,0.220,1.66,34.25,"71,250",3.9,24.67,27.89,33.53,38.75,46.39,"51,300","58,010","69,740","80,610","96,500",,
